[2018-09-11 11:21:24,728] 0 [main]  INFO ContextLoader initWebApplicationContext.285- Root WebApplicationContext: initialization started
 [2018-09-11 11:21:25,584] 856 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [systemProperties] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,584] 856 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [systemEnvironment] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,585] 857 [main]  DEBUG StandardServletEnvironment <init>.126- Initialized StandardServletEnvironment with PropertySources [servletConfigInitParams,servletContextInitParams,jndiProperties,systemProperties,systemEnvironment]
 [2018-09-11 11:21:25,592] 864 [main]  DEBUG DefaultListableBeanFactory invokeInitMethods.1616- Invoking afterPropertiesSet() on bean with name '(inner bean)#542ff147'
 [2018-09-11 11:21:25,593] 865 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#542ff147'
 [2018-09-11 11:21:25,593] 865 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#6c830ebd'
 [2018-09-11 11:21:25,595] 867 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [servletConfigInitParams] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,595] 867 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [servletContextInitParams] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,596] 868 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [jndiProperties] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,596] 868 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [systemProperties] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,596] 868 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [systemEnvironment] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,597] 869 [main]  DEBUG StandardServletEnvironment <init>.126- Initialized StandardServletEnvironment with PropertySources [servletConfigInitParams,servletContextInitParams,jndiProperties,systemProperties,systemEnvironment]
 [2018-09-11 11:21:25,604] 876 [main]  DEBUG DefaultListableBeanFactory invokeInitMethods.1616- Invoking afterPropertiesSet() on bean with name '(inner bean)#6c830ebd'
 [2018-09-11 11:21:25,604] 876 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#6c830ebd'
 [2018-09-11 11:21:25,605] 877 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#2c2a903f'
 [2018-09-11 11:21:25,606] 878 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#604c7e9b'
 [2018-09-11 11:21:25,614] 886 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#604c7e9b'
 [2018-09-11 11:21:25,615] 887 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#628962e5'
 [2018-09-11 11:21:25,621] 893 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#628962e5'
 [2018-09-11 11:21:25,622] 894 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#29f3185c'
 [2018-09-11 11:21:25,627] 899 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#29f3185c'
 [2018-09-11 11:21:25,627] 899 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#370a8b6e'
 [2018-09-11 11:21:25,631] 903 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#370a8b6e'
 [2018-09-11 11:21:25,631] 903 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#5e541ef9'
 [2018-09-11 11:21:25,635] 907 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#5e541ef9'
 [2018-09-11 11:21:25,639] 911 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [servletConfigInitParams] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,640] 912 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [servletContextInitParams] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,641] 913 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [jndiProperties] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,641] 913 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [systemProperties] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,643] 915 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [systemEnvironment] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,644] 916 [main]  DEBUG StandardServletEnvironment <init>.126- Initialized StandardServletEnvironment with PropertySources [servletConfigInitParams,servletContextInitParams,jndiProperties,systemProperties,systemEnvironment]
 [2018-09-11 11:21:25,649] 921 [main]  DEBUG DefaultListableBeanFactory invokeInitMethods.1616- Invoking afterPropertiesSet() on bean with name '(inner bean)#2c2a903f'
 [2018-09-11 11:21:25,649] 921 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#2c2a903f'
 [2018-09-11 11:21:25,650] 922 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#31b6b0c7'
 [2018-09-11 11:21:25,651] 923 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#12f8682a'
 [2018-09-11 11:21:25,655] 927 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#12f8682a'
 [2018-09-11 11:21:25,656] 928 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#77ba583'
 [2018-09-11 11:21:25,661] 933 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#77ba583'
 [2018-09-11 11:21:25,668] 940 [main]  DEBUG BeanUtils findEditorByConvention.455- No property editor [org.springframework.security.web.authentication.logout.LogoutSuccessHandlerEditor] found for type org.springframework.security.web.authentication.logout.LogoutSuccessHandler according to 'Editor' suffix convention
 [2018-09-11 11:21:25,671] 943 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [servletConfigInitParams] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,671] 943 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [servletContextInitParams] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,672] 944 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [jndiProperties] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,672] 944 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [systemProperties] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,673] 945 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [systemEnvironment] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,673] 945 [main]  DEBUG StandardServletEnvironment <init>.126- Initialized StandardServletEnvironment with PropertySources [servletConfigInitParams,servletContextInitParams,jndiProperties,systemProperties,systemEnvironment]
 [2018-09-11 11:21:25,679] 951 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#48d44b46'
 [2018-09-11 11:21:25,687] 959 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#48d44b46'
 [2018-09-11 11:21:25,688] 960 [main]  DEBUG DefaultListableBeanFactory invokeInitMethods.1616- Invoking afterPropertiesSet() on bean with name '(inner bean)#31b6b0c7'
 [2018-09-11 11:21:25,688] 960 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#31b6b0c7'
 [2018-09-11 11:21:25,689] 961 [main]  DEBUG DefaultListableBeanFactory getSingleton.221- Creating shared instance of singleton bean 'org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter#0'
 [2018-09-11 11:21:25,689] 961 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean 'org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter#0'
 [2018-09-11 11:21:25,693] 965 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [servletConfigInitParams] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,694] 966 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [servletContextInitParams] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,694] 966 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [jndiProperties] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,695] 967 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [systemProperties] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,695] 967 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [systemEnvironment] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,696] 968 [main]  DEBUG StandardServletEnvironment <init>.126- Initialized StandardServletEnvironment with PropertySources [servletConfigInitParams,servletContextInitParams,jndiProperties,systemProperties,systemEnvironment]
 [2018-09-11 11:21:25,702] 974 [main]  DEBUG DefaultListableBeanFactory doCreateBean.523- Eagerly caching bean 'org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter#0' to allow for resolving potential circular references
 [2018-09-11 11:21:25,713] 985 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#51b51641'
 [2018-09-11 11:21:25,715] 987 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#51b51641'
 [2018-09-11 11:21:25,715] 987 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#139089a4'
 [2018-09-11 11:21:25,727] 999 [main]  DEBUG DefaultListableBeanFactory getSingleton.221- Creating shared instance of singleton bean 'org.springframework.security.web.savedrequest.HttpSessionRequestCache#0'
 [2018-09-11 11:21:25,728] 1000 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean 'org.springframework.security.web.savedrequest.HttpSessionRequestCache#0'
 [2018-09-11 11:21:25,729] 1001 [main]  DEBUG DefaultListableBeanFactory doCreateBean.523- Eagerly caching bean 'org.springframework.security.web.savedrequest.HttpSessionRequestCache#0' to allow for resolving potential circular references
 [2018-09-11 11:21:25,733] 1005 [main]  DEBUG DefaultListableBeanFactory getSingleton.221- Creating shared instance of singleton bean 'org.springframework.security.web.PortResolverImpl#0'
 [2018-09-11 11:21:25,734] 1006 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean 'org.springframework.security.web.PortResolverImpl#0'
 [2018-09-11 11:21:25,735] 1007 [main]  DEBUG DefaultListableBeanFactory doCreateBean.523- Eagerly caching bean 'org.springframework.security.web.PortResolverImpl#0' to allow for resolving potential circular references
 [2018-09-11 11:21:25,739] 1011 [main]  DEBUG DefaultListableBeanFactory getSingleton.221- Creating shared instance of singleton bean 'org.springframework.security.web.PortMapperImpl#0'
 [2018-09-11 11:21:25,739] 1011 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean 'org.springframework.security.web.PortMapperImpl#0'
 [2018-09-11 11:21:25,740] 1012 [main]  DEBUG DefaultListableBeanFactory doCreateBean.523- Eagerly caching bean 'org.springframework.security.web.PortMapperImpl#0' to allow for resolving potential circular references
 [2018-09-11 11:21:25,743] 1015 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean 'org.springframework.security.web.PortMapperImpl#0'
 [2018-09-11 11:21:25,743] 1015 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean 'org.springframework.security.web.PortResolverImpl#0'
 [2018-09-11 11:21:25,744] 1016 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean 'org.springframework.security.web.savedrequest.HttpSessionRequestCache#0'
 [2018-09-11 11:21:25,744] 1016 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#139089a4'
 [2018-09-11 11:21:25,745] 1017 [main]  DEBUG DefaultListableBeanFactory getSingleton.221- Creating shared instance of singleton bean 'org.springframework.security.web.authentication.session.CompositeSessionAuthenticationStrategy#0'
 [2018-09-11 11:21:25,745] 1017 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean 'org.springframework.security.web.authentication.session.CompositeSessionAuthenticationStrategy#0'
 [2018-09-11 11:21:25,746] 1018 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#67b8d45'
 [2018-09-11 11:21:25,754] 1026 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#67b8d45'
 [2018-09-11 11:21:25,756] 1028 [main]  DEBUG DefaultListableBeanFactory doCreateBean.523- Eagerly caching bean 'org.springframework.security.web.authentication.session.CompositeSessionAuthenticationStrategy#0' to allow for resolving potential circular references
 [2018-09-11 11:21:25,759] 1031 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean 'org.springframework.security.web.authentication.session.CompositeSessionAuthenticationStrategy#0'
 [2018-09-11 11:21:25,760] 1032 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#7ee12d58'
 [2018-09-11 11:21:25,763] 1035 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#7ee12d58'
 [2018-09-11 11:21:25,764] 1036 [main]  DEBUG DefaultListableBeanFactory getSingleton.221- Creating shared instance of singleton bean 'org.springframework.security.authentication.ProviderManager#0'
 [2018-09-11 11:21:25,764] 1036 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean 'org.springframework.security.authentication.ProviderManager#0'
 [2018-09-11 11:21:25,765] 1037 [main]  DEBUG DefaultListableBeanFactory getSingleton.221- Creating shared instance of singleton bean 'org.springframework.security.authentication.AnonymousAuthenticationProvider#0'
 [2018-09-11 11:21:25,765] 1037 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean 'org.springframework.security.authentication.AnonymousAuthenticationProvider#0'
 [2018-09-11 11:21:25,766] 1038 [main]  DEBUG DefaultListableBeanFactory doCreateBean.523- Eagerly caching bean 'org.springframework.security.authentication.AnonymousAuthenticationProvider#0' to allow for resolving potential circular references
 [2018-09-11 11:21:25,769] 1041 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean 'org.springframework.security.authentication.AnonymousAuthenticationProvider#0'
 [2018-09-11 11:21:25,769] 1041 [main]  DEBUG DefaultListableBeanFactory getSingleton.221- Creating shared instance of singleton bean 'org.springframework.security.config.authentication.AuthenticationManagerFactoryBean#0'
 [2018-09-11 11:21:25,769] 1041 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean 'org.springframework.security.config.authentication.AuthenticationManagerFactoryBean#0'
 [2018-09-11 11:21:25,770] 1042 [main]  DEBUG DefaultListableBeanFactory doCreateBean.523- Eagerly caching bean 'org.springframework.security.config.authentication.AuthenticationManagerFactoryBean#0' to allow for resolving potential circular references
 [2018-09-11 11:21:25,774] 1046 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean 'org.springframework.security.config.authentication.AuthenticationManagerFactoryBean#0'
 [2018-09-11 11:21:25,775] 1047 [main]  DEBUG DefaultListableBeanFactory getSingleton.221- Creating shared instance of singleton bean 'org.springframework.security.authenticationManager'
 [2018-09-11 11:21:25,775] 1047 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean 'org.springframework.security.authenticationManager'
 [2018-09-11 11:21:25,775] 1047 [main]  DEBUG DefaultListableBeanFactory getSingleton.221- Creating shared instance of singleton bean 'org.springframework.security.authentication.dao.DaoAuthenticationProvider#0'
 [2018-09-11 11:21:25,776] 1048 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean 'org.springframework.security.authentication.dao.DaoAuthenticationProvider#0'
 [2018-09-11 11:21:25,779] 1051 [main]  DEBUG DefaultListableBeanFactory doCreateBean.523- Eagerly caching bean 'org.springframework.security.authentication.dao.DaoAuthenticationProvider#0' to allow for resolving potential circular references
 [2018-09-11 11:21:25,784] 1056 [main]  DEBUG DefaultListableBeanFactory getSingleton.221- Creating shared instance of singleton bean 'org.springframework.security.provisioning.InMemoryUserDetailsManager#0'
 [2018-09-11 11:21:25,784] 1056 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean 'org.springframework.security.provisioning.InMemoryUserDetailsManager#0'
 [2018-09-11 11:21:25,785] 1057 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#13dc6649'
 [2018-09-11 11:21:25,786] 1058 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#250a946'
 [2018-09-11 11:21:25,801] 1073 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#250a946'
 [2018-09-11 11:21:25,808] 1080 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#13dc6649'
 [2018-09-11 11:21:25,810] 1082 [main]  DEBUG DefaultListableBeanFactory doCreateBean.523- Eagerly caching bean 'org.springframework.security.provisioning.InMemoryUserDetailsManager#0' to allow for resolving potential circular references
 [2018-09-11 11:21:25,814] 1086 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean 'org.springframework.security.provisioning.InMemoryUserDetailsManager#0'
 [2018-09-11 11:21:25,814] 1086 [main]  DEBUG DefaultListableBeanFactory invokeInitMethods.1616- Invoking afterPropertiesSet() on bean with name 'org.springframework.security.authentication.dao.DaoAuthenticationProvider#0'
 [2018-09-11 11:21:25,815] 1087 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean 'org.springframework.security.authentication.dao.DaoAuthenticationProvider#0'
 [2018-09-11 11:21:25,815] 1087 [main]  DEBUG DefaultListableBeanFactory getSingleton.221- Creating shared instance of singleton bean 'org.springframework.security.authentication.dao.DaoAuthenticationProvider#1'
 [2018-09-11 11:21:25,815] 1087 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean 'org.springframework.security.authentication.dao.DaoAuthenticationProvider#1'
 [2018-09-11 11:21:25,816] 1088 [main]  DEBUG DefaultListableBeanFactory doCreateBean.523- Eagerly caching bean 'org.springframework.security.authentication.dao.DaoAuthenticationProvider#1' to allow for resolving potential circular references
 [2018-09-11 11:21:25,817] 1089 [main]  DEBUG DefaultListableBeanFactory getSingleton.221- Creating shared instance of singleton bean 'org.springframework.security.provisioning.JdbcUserDetailsManager#0'
 [2018-09-11 11:21:25,817] 1089 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean 'org.springframework.security.provisioning.JdbcUserDetailsManager#0'
 [2018-09-11 11:21:25,824] 1096 [main]  DEBUG DefaultListableBeanFactory doCreateBean.523- Eagerly caching bean 'org.springframework.security.provisioning.JdbcUserDetailsManager#0' to allow for resolving potential circular references
 [2018-09-11 11:21:25,837] 1109 [main]  DEBUG DefaultListableBeanFactory doGetBean.248- Returning cached instance of singleton bean 'dataSource'
 [2018-09-11 11:21:25,843] 1115 [main]  DEBUG DefaultListableBeanFactory invokeInitMethods.1616- Invoking afterPropertiesSet() on bean with name 'org.springframework.security.provisioning.JdbcUserDetailsManager#0'
 [2018-09-11 11:21:25,844] 1116 [main]  INFO JdbcUserDetailsManager initDao.115- No authentication manager set. Reauthentication of users when changing passwords will not be performed.
 [2018-09-11 11:21:25,844] 1116 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean 'org.springframework.security.provisioning.JdbcUserDetailsManager#0'
 [2018-09-11 11:21:25,844] 1116 [main]  DEBUG DefaultListableBeanFactory invokeInitMethods.1616- Invoking afterPropertiesSet() on bean with name 'org.springframework.security.authentication.dao.DaoAuthenticationProvider#1'
 [2018-09-11 11:21:25,845] 1117 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean 'org.springframework.security.authentication.dao.DaoAuthenticationProvider#1'
 [2018-09-11 11:21:25,848] 1120 [main]  DEBUG DefaultListableBeanFactory doCreateBean.523- Eagerly caching bean 'org.springframework.security.authenticationManager' to allow for resolving potential circular references
 [2018-09-11 11:21:25,851] 1123 [main]  DEBUG DefaultListableBeanFactory getSingleton.221- Creating shared instance of singleton bean 'org.springframework.security.authentication.DefaultAuthenticationEventPublisher#0'
 [2018-09-11 11:21:25,851] 1123 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean 'org.springframework.security.authentication.DefaultAuthenticationEventPublisher#0'
 [2018-09-11 11:21:25,854] 1126 [main]  DEBUG DefaultListableBeanFactory doCreateBean.523- Eagerly caching bean 'org.springframework.security.authentication.DefaultAuthenticationEventPublisher#0' to allow for resolving potential circular references
 [2018-09-11 11:21:25,857] 1129 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean 'org.springframework.security.authentication.DefaultAuthenticationEventPublisher#0'
 [2018-09-11 11:21:25,857] 1129 [main]  DEBUG DefaultListableBeanFactory invokeInitMethods.1616- Invoking afterPropertiesSet() on bean with name 'org.springframework.security.authenticationManager'
 [2018-09-11 11:21:25,858] 1130 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean 'org.springframework.security.authenticationManager'
 [2018-09-11 11:21:25,858] 1130 [main]  DEBUG DefaultListableBeanFactory doCreateBean.523- Eagerly caching bean 'org.springframework.security.authentication.ProviderManager#0' to allow for resolving potential circular references
 [2018-09-11 11:21:25,859] 1131 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#43ab9ae9'
 [2018-09-11 11:21:25,873] 1145 [main]  DEBUG DefaultListableBeanFactory doGetBean.248- Returning cached instance of singleton bean 'org.springframework.security.config.authentication.AuthenticationManagerFactoryBean#0'
 [2018-09-11 11:21:25,874] 1146 [main]  DEBUG DefaultListableBeanFactory invokeInitMethods.1616- Invoking afterPropertiesSet() on bean with name '(inner bean)#43ab9ae9'
 [2018-09-11 11:21:25,875] 1147 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#43ab9ae9'
 [2018-09-11 11:21:25,875] 1147 [main]  DEBUG DefaultListableBeanFactory invokeInitMethods.1616- Invoking afterPropertiesSet() on bean with name 'org.springframework.security.authentication.ProviderManager#0'
 [2018-09-11 11:21:25,876] 1148 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean 'org.springframework.security.authentication.ProviderManager#0'
 [2018-09-11 11:21:25,876] 1148 [main]  DEBUG DefaultListableBeanFactory invokeInitMethods.1616- Invoking afterPropertiesSet() on bean with name 'org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter#0'
 [2018-09-11 11:21:25,877] 1149 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean 'org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter#0'
 [2018-09-11 11:21:25,877] 1149 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#6df2a206'
 [2018-09-11 11:21:25,878] 1150 [main]  DEBUG DefaultListableBeanFactory doGetBean.248- Returning cached instance of singleton bean 'org.springframework.security.web.savedrequest.HttpSessionRequestCache#0'
 [2018-09-11 11:21:25,879] 1151 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [servletConfigInitParams] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,880] 1152 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [servletContextInitParams] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,880] 1152 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [jndiProperties] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,880] 1152 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [systemProperties] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,881] 1153 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [systemEnvironment] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,881] 1153 [main]  DEBUG StandardServletEnvironment <init>.126- Initialized StandardServletEnvironment with PropertySources [servletConfigInitParams,servletContextInitParams,jndiProperties,systemProperties,systemEnvironment]
 [2018-09-11 11:21:25,884] 1156 [main]  DEBUG DefaultListableBeanFactory invokeInitMethods.1616- Invoking afterPropertiesSet() on bean with name '(inner bean)#6df2a206'
 [2018-09-11 11:21:25,884] 1156 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#6df2a206'
 [2018-09-11 11:21:25,885] 1157 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#16e07bae'
 [2018-09-11 11:21:25,886] 1158 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [servletConfigInitParams] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,886] 1158 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [servletContextInitParams] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,887] 1159 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [jndiProperties] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,887] 1159 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [systemProperties] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,887] 1159 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [systemEnvironment] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,888] 1160 [main]  DEBUG StandardServletEnvironment <init>.126- Initialized StandardServletEnvironment with PropertySources [servletConfigInitParams,servletContextInitParams,jndiProperties,systemProperties,systemEnvironment]
 [2018-09-11 11:21:25,891] 1163 [main]  DEBUG DefaultListableBeanFactory doGetBean.248- Returning cached instance of singleton bean 'org.springframework.security.authentication.ProviderManager#0'
 [2018-09-11 11:21:25,892] 1164 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#12f8682a#1'
 [2018-09-11 11:21:25,892] 1164 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#12f8682a#1'
 [2018-09-11 11:21:25,892] 1164 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#77ba583#1'
 [2018-09-11 11:21:25,893] 1165 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#77ba583#1'
 [2018-09-11 11:21:25,893] 1165 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#4571cebe'
 [2018-09-11 11:21:25,897] 1169 [main]  DEBUG DefaultListableBeanFactory doGetBean.248- Returning cached instance of singleton bean 'org.springframework.security.web.PortMapperImpl#0'
 [2018-09-11 11:21:25,898] 1170 [main]  DEBUG DefaultListableBeanFactory doGetBean.248- Returning cached instance of singleton bean 'org.springframework.security.web.PortResolverImpl#0'
 [2018-09-11 11:21:25,898] 1170 [main]  DEBUG DefaultListableBeanFactory invokeInitMethods.1616- Invoking afterPropertiesSet() on bean with name '(inner bean)#4571cebe'
 [2018-09-11 11:21:25,899] 1171 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#4571cebe'
 [2018-09-11 11:21:25,899] 1171 [main]  DEBUG DefaultListableBeanFactory invokeInitMethods.1616- Invoking afterPropertiesSet() on bean with name '(inner bean)#16e07bae'
 [2018-09-11 11:21:25,900] 1172 [main]  DEBUG DefaultListableBeanFactory createBean.478- Finished creating instance of bean '(inner bean)#16e07bae'
 [2018-09-11 11:21:25,900] 1172 [main]  DEBUG DefaultListableBeanFactory createBean.450- Creating instance of bean '(inner bean)#c82d925'
 [2018-09-11 11:21:25,903] 1175 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [servletConfigInitParams] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,904] 1176 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [servletContextInitParams] PropertySource with lowest search precedence
 [2018-09-11 11:21:25,905] 1177 [main]  DEBUG StandardServletEnvironment addLast.109- Adding [jndiProperties] PropertySource with lowest search precedence
